Gmt time,Open,High,Low,Close,Volume
06.04.2017 21:00:00.000,235.129,235.989,234.636,235.169,208.00849999999997
07.04.2017 21:00:00.000,235.169,235.169,235.169,235.169,0
08.04.2017 21:00:00.000,235.169,235.169,235.169,235.169,0
09.04.2017 21:00:00.000,235.359,236.248,234.726,235.247,201.0666
10.04.2017 21:00:00.000,234.869,235.169,233.365,235.026,262.20959999999997
11.04.2017 21:00:00.000,234.736,234.940,233.765,234.035,233.5535
12.04.2017 21:00:00.000,233.618,234.478,232.516,232.547,237.9099
13.04.2017 21:00:00.000,232.547,232.547,232.547,232.547,0
14.04.2017 21:00:00.000,232.547,232.547,232.547,232.547,0
15.04.2017 21:00:00.000,232.547,232.547,232.547,232.547,0
16.04.2017 21:00:00.000,233.088,234.560,232.880,234.548,181.9696
17.04.2017 21:00:00.000,233.697,234.480,233.075,233.838,221.7638
18.04.2017 21:00:00.000,234.515,234.948,233.178,233.427,217.1833
19.04.2017 21:00:00.000,234.136,235.837,233.777,235.286,218.8969
20.04.2017 21:00:00.000,235.257,235.290,234.130,234.588,200.45499999999998
21.04.2017 21:00:00.000,234.588,234.588,234.588,234.588,0
22.04.2017 21:00:00.000,234.588,234.588,234.588,234.588,0
23.04.2017 21:00:00.000,237.155,237.400,236.606,237.149,191.4321
24.04.2017 21:00:00.000,237.888,238.939,237.807,238.515,186.1571
25.04.2017 21:00:00.000,238.518,239.520,238.338,238.447,220.9922
26.04.2017 21:00:00.000,238.755,238.939,237.969,238.627,184.9744
27.04.2017 21:00:00.000,238.889,238.919,237.926,238.088,190.3544
28.04.2017 21:00:00.000,238.088,238.088,238.088,238.088,0
29.04.2017 21:00:00.000,238.088,238.088,238.088,238.088,0
30.04.2017 21:00:00.000,238.666,239.160,238.186,238.627,166.3336
01.05.2017 21:00:00.000,238.838,238.969,238.297,238.769,169.082
02.05.2017 21:00:00.000,238.299,238.720,237.698,238.529,192.7428
03.05.2017 21:00:00.000,238.825,238.920,237.778,238.737,206.9811
04.05.2017 21:00:00.000,239.165,239.699,238.679,239.699,190.1883
05.05.2017 21:00:00.000,239.699,239.699,239.699,239.699,0
06.05.2017 21:00:00.000,239.699,239.699,239.699,239.699,0
07.05.2017 21:00:00.000,239.737,239.916,239.169,239.647,157.1491
08.05.2017 21:00:00.000,239.945,240.178,239.038,239.429,160.13930000000002
09.05.2017 21:00:00.000,239.358,239.867,239.155,239.867,166.60909999999998
10.05.2017 21:00:00.000,239.335,239.568,238.126,239.395,181.7587
11.05.2017 21:00:00.000,239.088,239.208,238.667,239.035,163.36370000000002
12.05.2017 21:00:00.000,239.035,239.035,239.035,239.035,0
13.05.2017 21:00:00.000,239.035,239.035,239.035,239.035,0
14.05.2017 21:00:00.000,239.455,240.429,239.455,240.268,150.772
15.05.2017 21:00:00.000,240.639,240.659,239.629,240.078,165.65229999999997
16.05.2017 21:00:00.000,238.098,238.616,235.745,235.878,257.0814
17.05.2017 21:00:00.000,235.687,237.740,235.436,236.735,259.38210000000004
18.05.2017 21:00:00.000,237.310,239.068,237.277,238.255,201.0362
19.05.2017 21:00:00.000,238.255,238.255,238.255,238.255,0
20.05.2017 21:00:00.000,238.255,238.255,238.255,238.255,0
21.05.2017 21:00:00.000,238.897,239.695,238.816,239.479,156.21970000000002
22.05.2017 21:00:00.000,239.948,240.229,239.506,240.008,163.7471
23.05.2017 21:00:00.000,240.305,240.719,239.938,240.557,157.3749
24.05.2017 21:00:00.000,241.175,242.059,240.958,241.715,173.9176
25.05.2017 21:00:00.000,241.527,241.888,241.448,241.719,149.35539999999997
26.05.2017 21:00:00.000,241.719,241.719,241.719,241.719,0
27.05.2017 21:00:00.000,241.719,241.719,241.719,241.719,0
28.05.2017 21:00:00.000,241.719,241.719,241.719,241.719,0
29.05.2017 21:00:00.000,241.316,241.787,241.158,241.529,147.25730000000001
30.05.2017 21:00:00.000,241.827,241.878,240.635,241.429,219.0621
31.05.2017 21:00:00.000,241.935,243.375,241.646,243.275,185.3908
01.06.2017 21:00:00.000,243.395,244.339,243.076,244.119,189.4697
02.06.2017 21:00:00.000,244.119,244.119,244.119,244.119,0
03.06.2017 21:00:00.000,244.119,244.119,244.119,244.119,0
04.06.2017 21:00:00.000,243.966,244.289,243.756,243.935,151.5332
05.06.2017 21:00:00.000,243.288,243.959,243.116,243.228,177.34920000000002
06.06.2017 21:00:00.000,243.599,243.909,242.836,243.619,192.13649999999998
07.06.2017 21:00:00.000,243.768,244.320,243.170,243.716,183.36140000000003
08.06.2017 21:00:00.000,244.089,245.010,241.938,243.397,267.6038
09.06.2017 21:00:00.000,243.397,243.397,243.397,243.397,0
10.06.2017 21:00:00.000,243.397,243.397,243.397,243.397,0
11.06.2017 21:00:00.000,243.115,243.410,242.379,243.329,250.56029999999998
12.06.2017 21:00:00.000,243.966,244.599,243.575,244.520,199.7297
13.06.2017 21:00:00.000,244.836,244.848,243.278,244.246,220.24269999999999
14.06.2017 21:00:00.000,242.679,243.900,242.355,243.796,212.7889
15.06.2017 21:00:00.000,242.775,242.788,241.628,242.625,188.48239999999998
16.06.2017 21:00:00.000,242.625,242.625,242.625,242.625,0
17.06.2017 21:00:00.000,242.625,242.625,242.625,242.625,0
18.06.2017 21:00:00.000,243.577,244.719,243.477,244.647,160.40019999999998
19.06.2017 21:00:00.000,244.236,244.255,242.995,243.019,129.5355
20.06.2017 21:00:00.000,243.380,243.580,242.400,242.890,122.27999999999999
21.06.2017 21:00:00.000,242.940,243.520,242.630,242.810,98.21
22.06.2017 21:00:00.000,242.870,243.490,242.460,243.130,65.78999999999999
23.06.2017 21:00:00.000,243.130,243.130,243.130,243.130,0
24.06.2017 21:00:00.000,243.130,243.130,243.130,243.130,0
25.06.2017 21:00:00.000,243.930,244.370,243.040,243.250,103.70999999999998
26.06.2017 21:00:00.000,243.040,243.370,241.320,241.320,137.85
27.06.2017 21:00:00.000,242.520,243.710,242.220,243.410,73.99000000000001
28.06.2017 21:00:00.000,243.710,243.710,239.950,241.390,191.93
29.06.2017 21:00:00.000,242.330,242.690,241.570,241.800,101.06
30.06.2017 21:00:00.000,241.800,241.800,241.800,241.800,0
01.07.2017 21:00:00.000,241.800,241.800,241.800,241.800,0
02.07.2017 21:00:00.000,242.900,243.370,242.320,242.320,57.900000000000006
03.07.2017 21:00:00.000,242.320,242.320,242.320,242.320,0
04.07.2017 21:00:00.000,242.670,242.990,241.690,242.720,105.58
05.07.2017 21:00:00.000,241.860,242.020,240.330,240.600,118.83000000000001
06.07.2017 21:00:00.000,241.220,242.270,241.000,242.080,81.4
07.07.2017 21:00:00.000,242.080,242.080,242.080,242.080,0
08.07.2017 21:00:00.000,242.080,242.080,242.080,242.080,0
09.07.2017 21:00:00.000,241.940,242.780,241.760,242.360,61.81
10.07.2017 21:00:00.000,242.210,242.540,240.840,242.160,86.43
11.07.2017 21:00:00.000,243.390,244.190,243.360,243.960,76.05
12.07.2017 21:00:00.000,244.050,244.540,243.760,244.410,66.09
13.07.2017 21:00:00.000,244.420,245.960,244.290,245.510,48.53
14.07.2017 21:00:00.000,245.510,245.510,245.510,245.510,0
15.07.2017 21:00:00.000,245.510,245.510,245.510,245.510,0
16.07.2017 21:00:00.000,245.470,245.900,245.320,245.500,52.239999999999995
17.07.2017 21:00:00.000,245.100,245.700,244.660,245.650,56.290000000000006
18.07.2017 21:00:00.000,246.040,246.990,246.010,246.970,44.8
19.07.2017 21:00:00.000,247.270,247.410,246.460,247.050,62.41
20.07.2017 21:00:00.000,246.440,246.890,246.170,246.860,55.199999999999996
21.07.2017 21:00:00.000,246.860,246.860,246.860,246.860,0
22.07.2017 21:00:00.000,246.860,246.860,246.860,246.860,0
23.07.2017 21:00:00.000,246.820,246.970,246.280,246.770,32.85
24.07.2017 21:00:00.000,247.700,247.790,247.150,247.360,43.53
25.07.2017 21:00:00.000,247.760,247.780,247.120,247.420,56.39
26.07.2017 21:00:00.000,247.940,247.990,245.680,247.210,118.41
27.07.2017 21:00:00.000,246.660,247.040,246.130,246.880,70.77
28.07.2017 21:00:00.000,246.880,246.880,246.880,246.880,0
29.07.2017 21:00:00.000,246.880,246.880,246.880,246.880,0
30.07.2017 21:00:00.000,247.360,247.470,246.510,246.800,63.07000000000001
31.07.2017 21:00:00.000,247.450,247.490,246.790,247.250,55.11000000000001
01.08.2017 21:00:00.000,247.500,247.590,246.360,247.420,73.89999999999999
02.08.2017 21:00:00.000,247.310,247.310,246.630,246.970,57.75
03.08.2017 21:00:00.000,247.490,247.770,246.970,247.390,63.410000000000004
04.08.2017 21:00:00.000,247.390,247.390,247.390,247.390,0
05.08.2017 21:00:00.000,247.390,247.390,247.390,247.390,0
06.08.2017 21:00:00.000,247.530,247.860,247.350,247.820,27.130000000000003
07.08.2017 21:00:00.000,247.490,248.890,246.820,247.280,89.64000000000001
08.08.2017 21:00:00.000,246.400,247.290,246.040,247.230,88.11
09.08.2017 21:00:00.000,246.250,246.430,243.700,243.750,135.14
10.08.2017 21:00:00.000,244.020,244.790,243.750,244.070,110.06000000000002
11.08.2017 21:00:00.000,244.070,244.070,244.070,244.070,0
12.08.2017 21:00:00.000,244.070,244.070,244.070,244.070,0
13.08.2017 21:00:00.000,245.610,246.780,245.550,246.460,60.76999999999999
14.08.2017 21:00:00.000,246.960,246.960,246.150,246.480,73.92999999999999
15.08.2017 21:00:00.000,247.110,247.560,246.440,246.890,93.77999999999999
16.08.2017 21:00:00.000,246.260,246.590,243.120,243.190,158.22
17.08.2017 21:00:00.000,242.910,244.170,242.190,242.650,140.53
18.08.2017 21:00:00.000,242.650,242.650,242.650,242.650,0
19.08.2017 21:00:00.000,242.650,242.650,242.650,242.650,0
20.08.2017 21:00:00.000,242.640,243.190,241.810,242.900,106.03999999999999
21.08.2017 21:00:00.000,243.560,245.610,243.550,245.390,57.879999999999995
22.08.2017 21:00:00.000,244.250,245.030,244.170,244.540,97.32000000000002
23.08.2017 21:00:00.000,244.990,245.170,243.750,244.060,111.65
24.08.2017 21:00:00.000,244.890,245.610,244.390,244.530,93.77999999999999
25.08.2017 21:00:00.000,244.530,244.530,244.530,244.530,0
26.08.2017 21:00:00.000,244.530,244.530,244.530,244.530,0
27.08.2017 21:00:00.000,245.170,245.180,244.080,244.590,80.56
28.08.2017 21:00:00.000,242.990,245.130,242.950,244.860,102.41
29.08.2017 21:00:00.000,244.770,246.310,244.610,246.000,70.07
30.08.2017 21:00:00.000,246.710,247.750,246.600,247.390,64.65
31.08.2017 21:00:00.000,247.910,248.320,247.660,247.880,57.25
01.09.2017 21:00:00.000,247.880,247.880,247.880,247.880,0
02.09.2017 21:00:00.000,247.880,247.880,247.880,247.880,0
03.09.2017 21:00:00.000,247.880,247.880,247.880,247.880,0
04.09.2017 21:00:00.000,247.210,247.510,244.950,246.120,125.99000000000001
05.09.2017 21:00:00.000,246.850,247.270,246.220,246.860,102.00000000000001
06.09.2017 21:00:00.000,247.210,247.240,246.390,246.870,97.17999999999998
07.09.2017 21:00:00.000,246.510,247.090,246.290,246.550,71.36000000000001
08.09.2017 21:00:00.000,246.550,246.550,246.550,246.550,0
09.09.2017 21:00:00.000,246.550,246.550,246.550,246.550,0
10.09.2017 21:00:00.000,248.030,249.290,248.010,249.160,83.28999999999999
11.09.2017 21:00:00.000,249.620,250.050,249.420,250.050,111.94
12.09.2017 21:00:00.000,249.710,250.200,249.580,250.170,88.74000000000001
13.09.2017 21:00:00.000,249.840,250.320,249.590,250.090,72.9923
14.09.2017 21:00:00.000,248.689,249.277,248.569,249.227,106.37440000000001
15.09.2017 21:00:00.000,249.227,249.227,249.227,249.227,0
16.09.2017 21:00:00.000,249.227,249.227,249.227,249.227,0
17.09.2017 21:00:00.000,249.588,250.107,249.277,249.687,118.07589999999999
18.09.2017 21:00:00.000,249.958,250.058,249.597,249.947,122.25800000000001
19.09.2017 21:00:00.000,250.058,250.178,248.918,250.068,151.6311
20.09.2017 21:00:00.000,249.887,249.958,249.167,249.347,165.4582
21.09.2017 21:00:00.000,249.017,249.618,249.007,249.417,130.91629999999998
22.09.2017 21:00:00.000,249.417,249.417,249.417,249.417,0
23.09.2017 21:00:00.000,249.417,249.417,249.417,249.417,0
24.09.2017 21:00:00.000,249.127,249.548,248.067,248.938,182.0814
25.09.2017 21:00:00.000,249.428,249.678,248.797,249.047,146.32530000000003
26.09.2017 21:00:00.000,249.877,250.478,248.867,250.028,151.6352
27.09.2017 21:00:00.000,249.708,250.428,249.627,250.338,124.16510000000002
28.09.2017 21:00:00.000,250.327,251.308,250.127,251.198,124.61359999999999
29.09.2017 21:00:00.000,251.198,251.198,251.198,251.198,0
30.09.2017 21:00:00.000,251.198,251.198,251.198,251.198,0
01.10.2017 21:00:00.000,251.477,252.288,251.397,252.268,115.6719
02.10.2017 21:00:00.000,252.417,252.878,252.228,252.837,91.5195
03.10.2017 21:00:00.000,252.687,253.428,252.557,253.157,107.0221
04.10.2017 21:00:00.000,253.507,254.668,253.397,254.637,98.24640000000001
05.10.2017 21:00:00.000,254.137,254.448,253.857,254.377,101.2716
06.10.2017 21:00:00.000,254.377,254.377,254.377,254.377,0
07.10.2017 21:00:00.000,254.377,254.377,254.377,254.377,0
08.10.2017 21:00:00.000,254.618,254.688,253.647,253.948,82.41810000000001
09.10.2017 21:00:00.000,254.587,255.038,253.978,254.587,107.3974
10.10.2017 21:00:00.000,254.508,255.007,254.308,254.998,83.33
11.10.2017 21:00:00.000,254.637,255.048,254.357,254.617,85.3421
12.10.2017 21:00:00.000,255.138,255.268,254.757,254.868,87.54560000000001
13.10.2017 21:00:00.000,254.868,254.868,254.868,254.868,0
14.10.2017 21:00:00.000,254.868,254.868,254.868,254.868,0
15.10.2017 21:00:00.000,255.207,255.478,254.807,255.287,79.5031
16.10.2017 21:00:00.000,255.227,255.498,254.977,255.458,75.33179999999999
17.10.2017 21:00:00.000,255.897,255.938,255.487,255.685,88.3951
18.10.2017 21:00:00.000,254.818,255.808,254.338,255.808,103.3469
19.10.2017 21:00:00.000,256.657,257.138,256.407,257.058,92.7792
20.10.2017 21:00:00.000,257.058,257.058,257.058,257.058,0
21.10.2017 21:00:00.000,257.058,257.058,257.058,257.058,0
22.10.2017 21:00:00.000,257.448,257.468,256.007,256.137,95.4996
23.10.2017 21:00:00.000,256.588,256.818,256.138,256.518,137.2382
24.10.2017 21:00:00.000,256.188,256.298,253.987,255.307,170.57760000000002
25.10.2017 21:00:00.000,255.977,256.288,255.547,255.678,156.7001
26.10.2017 21:00:00.000,256.467,257.887,256.148,257.677,142.6944
27.10.2017 21:00:00.000,257.677,257.677,257.677,257.677,0
28.10.2017 21:00:00.000,257.677,257.677,257.677,257.677,0
29.10.2017 21:00:00.000,257.050,257.590,256.410,256.800,78.3346
30.10.2017 21:00:00.000,257.160,257.430,256.800,257.110,60.7503
31.10.2017 21:00:00.000,258.050,258.420,257.070,257.520,70.4348
01.11.2017 21:00:00.000,257.380,257.738,256.190,257.608,129.7869
02.11.2017 21:00:00.000,257.768,258.488,257.297,258.437,117.91449999999999
03.11.2017 21:00:00.000,258.437,258.437,258.437,258.437,0
04.11.2017 21:00:00.000,258.437,258.437,258.437,258.437,0
05.11.2017 22:00:00.000,258.288,258.988,258.217,258.817,90.7894
06.11.2017 22:00:00.000,258.977,259.347,258.087,258.677,121.2652
07.11.2017 22:00:00.000,258.427,259.208,258.147,259.108,105.5883
08.11.2017 22:00:00.000,257.707,258.378,256.357,258.178,193.6039
09.11.2017 22:00:00.000,257.717,258.198,257.357,258.067,127.5739
10.11.2017 22:00:00.000,258.067,258.067,258.067,258.067,0
11.11.2017 22:00:00.000,258.067,258.067,258.067,258.067,0
12.11.2017 22:00:00.000,257.287,258.578,257.257,258.338,105.95100000000001
13.11.2017 22:00:00.000,257.387,257.847,256.517,257.738,142.79989999999998
14.11.2017 22:00:00.000,256.658,257.208,255.637,256.418,158.48669999999998
15.11.2017 22:00:00.000,257.478,259.028,257.468,258.588,119.77510000000001
16.11.2017 22:00:00.000,258.208,258.428,257.767,257.877,118.15079999999999
17.11.2017 22:00:00.000,257.877,257.877,257.877,257.877,0
18.11.2017 22:00:00.000,257.877,257.877,257.877,257.877,0
19.11.2017 22:00:00.000,258.118,258.508,257.847,258.278,106.2931
20.11.2017 22:00:00.000,259.157,260.187,259.077,259.947,113.5676
21.11.2017 22:00:00.000,259.968,260.138,259.568,259.738,97.2921
22.11.2017 22:00:00.000,259.738,259.738,259.738,259.738,0
23.11.2017 22:00:00.000,260.268,260.468,260.157,260.348,51.469199999999994
24.11.2017 22:00:00.000,260.348,260.348,260.348,260.348,0
25.11.2017 22:00:00.000,260.348,260.348,260.348,260.348,0
26.11.2017 22:00:00.000,260.357,260.738,259.997,260.257,107.1822
27.11.2017 22:00:00.000,260.760,262.888,260.657,262.838,138.9162
28.11.2017 22:00:00.000,263.020,263.620,262.360,262.730,396.478
29.11.2017 22:00:00.000,263.738,266.027,263.658,264.927,188.55309999999997
30.11.2017 22:00:00.000,264.747,265.298,260.787,264.428,262.28049999999996
01.12.2017 22:00:00.000,264.428,264.428,264.428,264.428,0
02.12.2017 22:00:00.000,264.428,264.428,264.428,264.428,0
03.12.2017 22:00:00.000,266.307,266.787,264.147,264.168,209.13670000000002
04.12.2017 22:00:00.000,264.428,265.138,263.038,263.198,183.7908
05.12.2017 22:00:00.000,262.848,263.718,262.718,263.208,167.5808
06.12.2017 22:00:00.000,263.087,264.417,262.947,264.037,152.4504
07.12.2017 22:00:00.000,264.988,265.517,264.717,265.488,111.6778
08.12.2017 22:00:00.000,265.488,265.488,265.488,265.488,0
09.12.2017 22:00:00.000,265.488,265.488,265.488,265.488,0
10.12.2017 22:00:00.000,265.557,266.368,265.487,266.327,114.32679999999999
11.12.2017 22:00:00.000,266.567,267.308,266.337,266.797,125.74759999999999
12.12.2017 22:00:00.000,267.048,267.548,266.657,266.687,151.3494
13.12.2017 22:00:00.000,267.088,267.208,265.597,265.657,154.12199999999999
14.12.2017 22:00:00.000,265.447,267.028,265.387,266.538,128.4441
15.12.2017 22:00:00.000,266.538,266.538,266.538,266.538,0
16.12.2017 22:00:00.000,266.538,266.538,266.538,266.538,0
17.12.2017 22:00:00.000,268.068,268.588,267.968,268.167,112.71159999999999
18.12.2017 22:00:00.000,268.457,268.508,267.088,267.177,143.46159999999998
19.12.2017 22:00:00.000,268.248,268.328,266.688,267.028,139.9127
20.12.2017 22:00:00.000,267.727,268.377,267.297,267.598,107.47310000000002
21.12.2017 22:00:00.000,267.587,267.628,266.898,267.488,100.1287
22.12.2017 22:00:00.000,267.488,267.488,267.488,267.488,0
23.12.2017 22:00:00.000,267.488,267.488,267.488,267.488,0
24.12.2017 22:00:00.000,267.488,267.488,267.488,267.488,0
25.12.2017 22:00:00.000,267.038,267.368,266.877,267.157,87.4277
26.12.2017 22:00:00.000,267.357,267.718,267.008,267.318,91.08300000000001
27.12.2017 22:00:00.000,267.848,267.908,267.447,267.847,95.131
28.12.2017 22:00:00.000,268.528,268.528,266.628,266.807,112.89519999999999
29.12.2017 22:00:00.000,266.807,266.807,266.807,266.807,0
30.12.2017 22:00:00.000,266.807,266.807,266.807,266.807,0
31.12.2017 22:00:00.000,266.807,266.807,266.807,266.807,0
01.01.2018 22:00:00.000,267.837,268.798,267.397,268.758,116.4
02.01.2018 22:00:00.000,268.958,270.628,268.937,270.337,120.7978
03.01.2018 22:00:00.000,271.198,272.148,271.097,271.618,126.25989999999999
04.01.2018 22:00:00.000,272.497,273.548,271.938,273.507,104.79829999999998
05.01.2018 22:00:00.000,273.507,273.507,273.507,273.507,0
06.01.2018 22:00:00.000,273.507,273.507,273.507,273.507,0
07.01.2018 22:00:00.000,273.298,274.088,272.977,273.947,107.8868
08.01.2018 22:00:00.000,274.377,275.228,274.088,274.428,125.9919
09.01.2018 22:00:00.000,273.667,274.418,272.918,274.057,131.43189999999998
10.01.2018 22:00:00.000,274.717,276.078,274.557,276.038,106.78800000000001
11.01.2018 22:00:00.000,276.387,278.087,276.278,277.898,126.47890000000001
12.01.2018 22:00:00.000,277.898,277.898,277.898,277.898,0
13.01.2018 22:00:00.000,277.898,277.898,277.898,277.898,0
14.01.2018 22:00:00.000,277.898,277.898,277.898,277.898,0
15.01.2018 22:00:00.000,279.328,280.078,276.178,277.027,200.83209999999997
16.01.2018 22:00:00.000,278.007,280.038,277.187,279.547,160.6506
17.01.2018 22:00:00.000,279.478,279.948,278.568,279.158,165.016
18.01.2018 22:00:00.000,279.768,280.387,279.137,280.368,150.1277
19.01.2018 22:00:00.000,280.368,280.368,280.368,280.368,0
20.01.2018 22:00:00.000,280.368,280.368,280.368,280.368,0
21.01.2018 22:00:00.000,280.137,282.628,280.107,282.617,134.0234
22.01.2018 22:00:00.000,282.738,283.608,282.377,283.337,150.182
23.01.2018 22:00:00.000,283.987,284.678,281.838,283.157,230.12920000000003
24.01.2018 22:00:00.000,284.147,284.258,282.418,283.278,199.44789999999998
25.01.2018 22:00:00.000,284.268,286.568,283.967,286.558,149.474
26.01.2018 22:00:00.000,286.558,286.558,286.558,286.558,0
27.01.2018 22:00:00.000,286.558,286.558,286.558,286.558,0
28.01.2018 22:00:00.000,285.907,286.408,284.487,284.648,353.2214
29.01.2018 22:00:00.000,282.577,283.277,281.208,281.638,242.77160000000003
30.01.2018 22:00:00.000,282.728,283.288,280.668,281.888,241.5683
31.01.2018 22:00:00.000,281.017,283.058,280.677,281.597,264.9305
01.02.2018 22:00:00.000,280.028,280.208,275.427,275.538,361.9571
02.02.2018 22:00:00.000,275.538,275.538,275.538,275.538,0
03.02.2018 22:00:00.000,275.538,275.538,275.538,275.538,0
04.02.2018 22:00:00.000,273.448,275.838,263.887,264.317,390.6229
05.02.2018 22:00:00.000,259.777,269.688,258.697,268.898,515.9664
06.02.2018 22:00:00.000,268.467,272.347,267.638,267.657,328.8456
07.02.2018 22:00:00.000,267.957,268.148,257.797,257.817,280.626
08.02.2018 22:00:00.000,260.727,263.588,252.917,261.328,537.3093
09.02.2018 22:00:00.000,261.328,261.328,261.328,261.328,0
10.02.2018 22:00:00.000,261.328,261.328,261.328,261.328,0
11.02.2018 22:00:00.000,263.778,266.968,261.877,265.207,409.42420000000004
12.02.2018 22:00:00.000,263.997,266.608,263.307,266.048,299.6053
13.02.2018 22:00:00.000,264.448,269.988,264.437,269.667,144.4378
14.02.2018 22:00:00.000,271.548,272.958,268.767,272.958,118.86699999999999
15.02.2018 22:00:00.000,272.288,275.307,272.278,273.047,396.3981
16.02.2018 22:00:00.000,273.047,273.047,273.047,273.047,0
17.02.2018 22:00:00.000,273.047,273.047,273.047,273.047,0
18.02.2018 22:00:00.000,273.047,273.047,273.047,273.047,0
19.02.2018 22:00:00.000,271.997,273.658,270.487,271.518,115.66130000000001
20.02.2018 22:00:00.000,271.867,274.677,269.967,270.017,52.2606
21.02.2018 22:00:00.000,271.077,273.037,269.637,270.307,85.53139999999999
22.02.2018 22:00:00.000,271.797,274.688,271.247,274.668,79.315
23.02.2018 22:00:00.000,274.668,274.668,274.668,274.668,0
24.02.2018 22:00:00.000,274.668,274.668,274.668,274.668,0
25.02.2018 22:00:00.000,275.898,277.998,275.267,277.878,76.19980000000001
26.02.2018 22:00:00.000,278.097,278.908,274.458,274.497,171.1513
27.02.2018 22:00:00.000,275.647,276.177,271.498,271.518,60.5864
28.02.2018 22:00:00.000,271.408,273.158,265.997,267.698,260.1776
01.03.2018 22:00:00.000,265.777,269.708,264.817,269.128,196.85479999999998
02.03.2018 22:00:00.000,269.128,269.128,269.128,269.128,0
03.03.2018 22:00:00.000,269.128,269.128,269.128,269.128,0
04.03.2018 22:00:00.000,267.707,272.878,267.627,272.197,88.03020000000001
05.03.2018 22:00:00.000,273.288,273.317,271.157,272.887,305.1162
06.03.2018 22:00:00.000,270.387,273.158,270.188,272.788,119.69809999999998
07.03.2018 22:00:00.000,273.548,274.228,272.417,274.067,90.73809999999999
08.03.2018 22:00:00.000,275.658,278.838,275.308,278.797,69.1869
09.03.2018 22:00:00.000,278.797,278.797,278.797,278.797,0
10.03.2018 22:00:00.000,278.797,278.797,278.797,278.797,0
